419	Chad	Carbone	62	2005-05-25 09:18:52
383	Martin	Bales	63	2005-05-25 09:19:16
368	Harry	Arce	64	2005-05-25 09:21:29
346	Arthur	Simpkins	65	2005-05-25 09:32:03
86	Jacqueline	Long	66	2005-05-25 09:35:12
119	Sherry	Marshall	67	2005-05-25 09:41:01
120	Sylvia	Ortiz	68	2005-05-25 09:47:31
305	Richard	Mccrary	69	2005-05-25 10:10:14
73	Beverly	Brooks	70	2005-05-25 10:15:23
100	Robin	Hayes	71	2005-05-25 10:26:39
48	Ann	Evans	72	2005-05-25 10:52:13
391	Clarence	Gamez	73	2005-05-25 11:00:07
265	Jennie	Terry	74	2005-05-25 11:09:48
510	Ben	Easter	75	2005-05-25 11:13:34
1	Mary	Smith	76	2005-05-25 11:30:37
451	Jim	Rea	77	2005-05-25 11:31:59
135	Juanita	Mason	78	2005-05-25 11:35:18
245	Courtney	Day	79	2005-05-25 12:11:07
314	George	Linton	80	2005-05-25 12:12:07
286	Velma	Lucas	81	2005-05-25 12:15:19
427	Jesus	Mccartney	82	2005-05-25 12:17:46
131	Monica	Hicks	83	2005-05-25 12:30:15
492	Lester	Kraus	84	2005-05-25 12:36:30
414	Vincent	Ralston	85	2005-05-25 13:05:34
266	Nora	Herrera	86	2005-05-25 13:36:12
331	Eric	Robert	87	2005-05-25 13:52:43
53	Heather	Morris	88	2005-05-25 14:13:54
499	Marc	Outlaw	89	2005-05-25 14:28:29
25	Deborah	Walker	90	2005-05-25 14:31:25
267	Margie	Wade	91	2005-05-25 14:57:22
302	Michael	Silverman	92	2005-05-25 15:38:46
288	Bobbie	Craig	93	2005-05-25 15:54:16
197	Sue	Peters	94	2005-05-25 16:03:42
400	Bryan	Hardison	95	2005-05-25 16:12:52
49	Joyce	Edwards	96	2005-05-25 16:32:19
263	Hilda	Hopkins	97	2005-05-25 16:34:24
269	Cassandra	Walters	98	2005-05-25 16:48:24
44	Marie	Turner	99	2005-05-25 16:50:20
208	Lucy	Wheeler	100	2005-05-25 16:50:28
468	Tim	Cary	101	2005-05-25 17:17:04
343	Douglas	Graf	102	2005-05-25 17:22:10
384	Ernest	Stepp	103	2005-05-25 17:30:42
310	Daniel	Cabral	104	2005-05-25 17:46:33
108	Tracy	Cole	105	2005-05-25 17:54:12
196	Alma	Austin	106	2005-05-25 18:18:19
317	Edward	Baugh	107	2005-05-25 18:28:09
242	Glenda	Frazier	108	2005-05-25 18:30:05
503	Angel	Barclay	109	2005-05-25 18:40:20
19	Ruth	Martinez	110	2005-05-25 18:43:49
227	Colleen	Burton	111	2005-05-25 18:45:19
500	Reginald	Kinder	112	2005-05-25 18:57:24
93	Phyllis	Foster	113	2005-05-25 19:07:40
506	Leslie	Seward	114	2005-05-25 19:12:42
455	Jon	Wiles	115	2005-05-25 19:13:25
18	Carol	Garcia	116	2005-05-25 19:27:51
7	Maria	Miller	117	2005-05-25 19:30:46
524	Jared	Ely	118	2005-05-25 19:31:18
51	Alice	Stewart	119	2005-05-25 19:37:02
365	Bruce	Schwarz	120	2005-05-25 19:37:47
405	Leonard	Schofield	121	2005-05-25 19:41:29
273	Priscilla	Lowe	122	2005-05-25 19:46:21
43	Christine	Roberts	123	2005-05-25 20:26:42
246	Marian	Mendoza	124	2005-05-25 20:46:11
368	Harry	Arce	125	2005-05-25 20:48:50
439	Alexander	Fennell	126	2005-05-25 21:07:59
94	Norma	Gonzales	127	2005-05-25 21:10:40
40	Amanda	Carter	128	2005-05-25 21:19:53
23	Sarah	Lewis	129	2005-05-25 21:20:03
56	Gloria	Cook	130	2005-05-25 21:21:56
325	Timothy	Bunn	131	2005-05-25 21:42:46
479	Zachary	Hite	132	2005-05-25 21:46:54
237	Tanya	Gilbert	133	2005-05-25 21:48:30
222	Delores	Hansen	134	2005-05-25 21:48:41
304	David	Royal	135	2005-05-25 21:58:58
504	Nathaniel	Adam	136	2005-05-25 22:02:30
560	Jordan	Archuleta	137	2005-05-25 22:25:18
586	Kirk	Stclair	138	2005-05-25 22:48:22
257	Marsha	Douglas	139	2005-05-25 23:00:21
354	Justin	Ngo	140	2005-05-25 23:34:22
89	Julia	Flores	141	2005-05-25 23:34:53
472	Greg	Robins	142	2005-05-25 23:43:47
297	Sherri	Rhodes	143	2005-05-25 23:45:52
357	Keith	Rico	144	2005-05-25 23:49:56
82	Kathryn	Coleman	145	2005-05-25 23:59:03
433	Don	Bone	146	2005-05-26 00:07:11
274	Naomi	Jennings	147	2005-05-26 00:17:50
142	April	Burns	148	2005-05-26 00:25:23
319	Ronald	Weiner	149	2005-05-26 00:28:05
429	Frederick	Isbell	150	2005-05-26 00:28:39
14	Betty	White	151	2005-05-26 00:37:28
57	Evelyn	Morgan	152	2005-05-26 00:41:10
348	Roger	Quintanilla	153	2005-05-26 00:47:47
185	Roberta	Harper	154	2005-05-26 00:55:56
551	Clayton	Barbee	155	2005-05-26 01:15:05
462	Warren	Sherrod	156	2005-05-26 01:19:05
344	Henry	Billingsley	157	2005-05-26 01:25:21
354	Justin	Ngo	158	2005-05-26 01:27:11
505	Rafael	Abney	159	2005-05-26 01:34:28
290	Kristina	Chambers	160	2005-05-26 01:46:20
182	Renee	Lane	161	2005-05-26 01:51:48
296	Ramona	Hale	162	2005-05-26 02:02:05
104	Rita	Graham	163	2005-05-26 02:26:23
151	Megan	Palmer	164	2005-05-26 02:26:49
33	Anna	Hill	165	2005-05-26 02:28:36
322	Jason	Morrissey	166	2005-05-26 02:49:11
401	Tony	Carranza	167	2005-05-26 02:50:31
469	Wesley	Bull	168	2005-05-26 03:07:43
381	Bobby	Boudreau	169	2005-05-26 03:09:30
107	Florence	Woods	170	2005-05-26 03:11:12
400	Bryan	Hardison	171	2005-05-26 03:14:15
176	June	Carroll	172	2005-05-26 03:17:42
533	Jessie	Milam	173	2005-05-26 03:42:10
552	Hugh	Waldrop	174	2005-05-26 03:44:10
47	Frances	Parker	175	2005-05-26 03:46:26
250	Jo	Fowler	176	2005-05-26 03:47:39
548	Allan	Cornish	177	2005-05-26 04:14:29
196	Alma	Austin	178	2005-05-26 04:21:46
19	Ruth	Martinez	179	2005-05-26 04:26:06
75	Tammy	Sanders	180	2005-05-26 04:46:23
587	Sergio	Stanfield	181	2005-05-26 04:47:06
237	Tanya	Gilbert	182	2005-05-26 04:49:17
254	Maxine	Silva	183	2005-05-26 05:01:18
556	Armando	Gruber	184	2005-05-26 05:29:49
125	Ethel	Webb	185	2005-05-26 05:30:03
468	Tim	Cary	186	2005-05-26 05:32:52
515	Andre	Rapp	187	2005-05-26 05:42:37
243	Lydia	Burke	188	2005-05-26 05:47:12
247	Stella	Moreno	189	2005-05-26 06:01:41
533	Jessie	Milam	190	2005-05-26 06:11:28
412	Allen	Butterfield	191	2005-05-26 06:14:06
437	Randall	Neumann	192	2005-05-26 06:20:37
270	Leah	Curtis	193	2005-05-26 06:41:48
29	Angela	Hernandez	194	2005-05-26 06:52:33
564	Bob	Pfeiffer	195	2005-05-26 06:52:36
184	Vivian	Ruiz	196	2005-05-26 06:55:58
546	Kelly	Knott	197	2005-05-26 06:59:21
54	Teresa	Rogers	198	2005-05-26 07:03:49
71	Kathy	James	199	2005-05-26 07:11:58
321	Kevin	Schuler	200	2005-05-26 07:12:21
444	Marcus	Hidalgo	201	2005-05-26 07:13:45
20	Sharon	Robinson	202	2005-05-26 07:27:36
109	Edna	West	203	2005-05-26 07:27:57
528	Claude	Herzog	204	2005-05-26 07:30:37
114	Grace	Ellis	205	2005-05-26 07:59:37
345	Carl	Artis	206	2005-05-26 08:01:54
47	Frances	Parker	207	2005-05-26 08:04:38
274	Naomi	Jennings	208	2005-05-26 08:10:22
379	Carlos	Coughlin	209	2005-05-26 08:14:01
391	Clarence	Gamez	210	2005-05-26 08:14:15
170	Beatrice	Arnold	211	2005-05-26 08:33:10
59	Cheryl	Murphy	212	2005-05-26 08:34:41
394	Chris	Brothers	213	2005-05-26 08:44:08
98	Lillian	Griffin	214	2005-05-26 08:48:49
197	Sue	Peters	215	2005-05-26 09:02:47
91	Lois	Butler	216	2005-05-26 09:17:43
121	Josephine	Gomez	217	2005-05-26 09:24:26
309	Christopher	Greco	218	2005-05-26 09:27:09
489	Ricardo	Meador	219	2005-05-26 09:41:45
542	Lonnie	Tirado	220	2005-05-26 10:06:49
143	Leslie	Gordon	221	2005-05-26 10:14:09
83	Louise	Jenkins	222	2005-05-26 10:14:38
460	Leon	Bostic	223	2005-05-26 10:15:23
318	Brian	Wyman	224	2005-05-26 10:18:27
467	Alvin	Deloach	225	2005-05-26 10:27:50
221	Bessie	Morrison	226	2005-05-26 10:44:04
301	Robert	Baughman	227	2005-05-26 10:51:46
571	Johnnie	Chisholm	228	2005-05-26 10:54:28
312	Mark	Rinehart	229	2005-05-26 11:19:20
58	Jean	Bell	230	2005-05-26 11:31:50
365	Bruce	Schwarz	231	2005-05-26 11:31:59
256	Mabel	Holland	232	2005-05-26 11:38:05
531	Jamie	Waugh	233	2005-05-26 11:43:44
566	Casey	Mena	234	2005-05-26 11:47:20
119	Sherry	Marshall	235	2005-05-26 11:51:09
446	Theodore	Culp	236	2005-05-26 11:53:49
536	Fernando	Churchill	237	2005-05-26 12:15:13
211	Stacey	Montgomery	238	2005-05-26 12:30:22
49	Joyce	Edwards	239	2005-05-26 12:30:26
103	Gladys	Hamilton	240	2005-05-26 12:40:23
245	Courtney	Day	241	2005-05-26 12:49:01
214	Kristin	Johnston	242	2005-05-26 13:05:08
543	Lance	Pemberton	243	2005-05-26 13:06:05
257	Marsha	Douglas	244	2005-05-26 13:40:40
158	Veronica	Stone	245	2005-05-26 13:46:59
240	Marlene	Welch	246	2005-05-26 13:57:07
102	Crystal	Ford	247	2005-05-26 14:01:05
545	Julio	Noland	248	2005-05-26 14:07:58
472	Greg	Robins	249	2005-05-26 14:19:09
539	Mathew	Bolin	250	2005-05-26 14:30:24
204	Rosemary	Schmidt	251	2005-05-26 14:35:40
187	Brittany	Riley	252	2005-05-26 14:39:53
416	Jeffery	Pinson	253	2005-05-26 14:43:14
390	Shawn	Heaton	254	2005-05-26 14:43:48
114	Grace	Ellis	255	2005-05-26 14:52:15
436	Troy	Quigley	256	2005-05-26 15:20:58
373	Louis	Leone	257	2005-05-26 15:27:05
502	Brett	Cornwell	258	2005-05-26 15:28:14
482	Maurice	Crawley	259	2005-05-26 15:32:46
21	Michelle	Clark	260	2005-05-26 15:42:20
414	Vincent	Ralston	261	2005-05-26 15:44:23
236	Marcia	Dean	262	2005-05-26 15:46:56
449	Oscar	Aquino	263	2005-05-26 15:47:40
251	Vickie	Brewer	264	2005-05-26 16:00:49
303	William	Satterfield	265	2005-05-26 16:07:38
263	Hilda	Hopkins	266	2005-05-26 16:08:05
417	Travis	Estep	267	2005-05-26 16:16:21
75	Tammy	Sanders	268	2005-05-26 16:19:08
322	Jason	Morrissey	269	2005-05-26 16:19:46
200	Jeanne	Lawson	270	2005-05-26 16:20:56
92	Tina	Simmons	271	2005-05-26 16:22:01
71	Kathy	James	272	2005-05-26 16:27:11
193	Katie	Elliott	273	2005-05-26 16:29:36
311	Paul	Trout	274	2005-05-26 16:48:51
133	Pauline	Henry	275	2005-05-26 17:09:53
58	Jean	Bell	276	2005-05-26 17:16:07
45	Janet	Phillips	277	2005-05-26 17:32:11
214	Kristin	Johnston	278	2005-05-26 17:40:58
384	Ernest	Stepp	279	2005-05-26 18:02:50
167	Sally	Pierce	280	2005-05-26 18:36:58
582	Andy	Vanhorn	281	2005-05-26 18:49:35
282	Jenny	Castro	282	2005-05-26 18:56:26
242	Glenda	Frazier	283	2005-05-26 19:05:05
359	Willie	Markham	284	2005-05-26 19:21:44
162	Lauren	Hudson	285	2005-05-26 19:41:40
371	Billy	Poulin	286	2005-05-26 19:44:51
17	Donna	Thompson	287	2005-05-26 19:44:54
82	Kathryn	Coleman	288	2005-05-26 19:47:49
81	Andrea	Henderson	289	2005-05-26 20:01:09
429	Frederick	Isbell	290	2005-05-26 20:08:33
577	Clifton	Malcolm	291	2005-05-26 20:20:47
515	Andre	Rapp	292	2005-05-26 20:22:12
158	Veronica	Stone	293	2005-05-26 20:27:02
369	Fred	Wheat	294	2005-05-26 20:29:57
65	Rose	Howard	295	2005-05-26 20:33:20
468	Tim	Cary	296	2005-05-26 20:35:19
48	Ann	Evans	297	2005-05-26 20:48:48
460	Leon	Bostic	298	2005-05-26 20:52:26
448	Miguel	Betancourt	299	2005-05-26 20:55:36
47	Frances	Parker	300	2005-05-26 20:57:00
274	Naomi	Jennings	301	2005-05-26 21:06:14
387	Jesse	Schilling	302	2005-05-26 21:13:46
596	Enrique	Forsythe	303	2005-05-26 21:16:52
534	Christian	Jung	304	2005-05-26 21:21:28
464	Jerome	Kenyon	305	2005-05-26 21:22:07
547	Kurt	Emmons	306	2005-05-26 21:31:57
375	Aaron	Selby	307	2005-05-26 21:48:13
277	Olga	Jimenez	308	2005-05-26 22:01:39
251	Vickie	Brewer	309	2005-05-26 22:38:10
409	Rodney	Moeller	310	2005-05-26 22:41:07
201	Vicki	Fields	311	2005-05-26 22:51:37
143	Leslie	Gordon	312	2005-05-26 22:52:19
594	Eduardo	Hiatt	313	2005-05-26 22:56:19
203	Tara	Ryan	314	2005-05-26 23:09:41
238	Nellie	Garrett	315	2005-05-26 23:12:55
249	Dora	Medina	316	2005-05-26 23:22:55
391	Clarence	Gamez	317	2005-05-26 23:23:56
60	Mildred	Bailey	318	2005-05-26 23:37:39
77	Jane	Bennett	319	2005-05-26 23:52:13
2	Patricia	Johnson	320	2005-05-27 00:09:24
496	Tyler	Wren	322	2005-05-27 00:47:35
144	Clara	Shaw	323	2005-05-27 00:49:27
292	Misty	Lambert	324	2005-05-27 01:00:04
449	Oscar	Aquino	325	2005-05-27 01:09:55
432	Edwin	Burk	326	2005-05-27 01:10:11
105	Dawn	Sullivan	327	2005-05-27 01:18:57
451	Jim	Rea	328	2005-05-27 01:29:31
231	Georgia	Jacobs	329	2005-05-27 01:57:14
248	Caroline	Bowman	330	2005-05-27 02:15:30
67	Kelly	Torres	331	2005-05-27 02:22:26
299	James	Gannon	332	2005-05-27 02:27:10
412	Allen	Butterfield	333	2005-05-27 02:52:21
194	Kristen	Chavez	334	2005-05-27 03:03:07
16	Sandra	Martin	335	2005-05-27 03:07:10
275	Carole	Barnett	336	2005-05-27 03:15:23
19	Ruth	Martinez	337	2005-05-27 03:22:30
165	Lorraine	Stephens	338	2005-05-27 03:42:52
516	Elmer	Noe	339	2005-05-27 03:47:18
209	Tonya	Chapman	340	2005-05-27 03:55:25
56	Gloria	Cook	341	2005-05-27 04:01:42
539	Mathew	Bolin	342	2005-05-27 04:11:04
455	Jon	Wiles	343	2005-05-27 04:13:41
236	Marcia	Dean	344	2005-05-27 04:30:22
144	Clara	Shaw	345	2005-05-27 04:32:25
14	Betty	White	346	2005-05-27 04:34:41
378	Eugene	Culpepper	347	2005-05-27 04:40:33
473	Jorge	Olivares	348	2005-05-27 04:50:56
36	Kathleen	Adams	349	2005-05-27 04:53:11
9	Margaret	Moore	350	2005-05-27 05:01:28
118	Kim	Cruz	351	2005-05-27 05:39:03
157	Darlene	Rose	352	2005-05-27 05:48:19
503	Angel	Barclay	353	2005-05-27 06:03:39
452	Tom	Milner	354	2005-05-27 06:12:26
446	Theodore	Culp	355	2005-05-27 06:15:33
382	Victor	Barkley	356	2005-05-27 06:32:30
198	Elsie	Kelley	357	2005-05-27 06:37:15
102	Crystal	Ford	358	2005-05-27 06:43:59
152	Alicia	Mills	359	2005-05-27 06:48:33
594	Eduardo	Hiatt	360	2005-05-27 06:51:14
587	Sergio	Stanfield	361	2005-05-27 07:03:28
147	Joanne	Robertson	362	2005-05-27 07:10:25
345	Carl	Artis	363	2005-05-27 07:14:00
430	Ray	Houle	364	2005-05-27 07:20:12
167	Sally	Pierce	365	2005-05-27 07:31:20
134	Emma	Boyd	366	2005-05-27 07:33:54
439	Alexander	Fennell	367	2005-05-27 07:37:02
361	Lawrence	Lawton	368	2005-05-27 07:42:29
508	Milton	Howland	369	2005-05-27 07:46:49
22	Laura	Rodriguez	370	2005-05-27 07:49:43
295	Daisy	Bates	371	2005-05-27 08:08:18
510	Ben	Easter	372	2005-05-27 08:13:58
464	Jerome	Kenyon	373	2005-05-27 08:16:25
337	Jerry	Jordon	374	2005-05-27 08:26:30
306	Charles	Kowalski	375	2005-05-27 08:49:21
542	Lonnie	Tirado	376	2005-05-27 08:58:15
170	Beatrice	Arnold	377	2005-05-27 09:04:05
53	Heather	Morris	378	2005-05-27 09:23:22
584	Salvador	Teel	379	2005-05-27 09:25:32
176	June	Carroll	380	2005-05-27 09:34:39
371	Billy	Poulin	381	2005-05-27 09:43:25
183	Ida	Andrews	382	2005-05-27 10:12:00
298	Erika	Pena	383	2005-05-27 10:12:20
371	Billy	Poulin	384	2005-05-27 10:18:20
213	Gina	Williamson	385	2005-05-27 10:23:25
109	Edna	West	386	2005-05-27 10:26:31
506	Leslie	Seward	387	2005-05-27 10:35:27
28	Cynthia	Young	388	2005-05-27 10:37:27
500	Reginald	Kinder	389	2005-05-27 10:45:41
48	Ann	Evans	390	2005-05-27 11:02:26
197	Sue	Peters	391	2005-05-27 11:03:55
359	Willie	Markham	392	2005-05-27 11:14:42
251	Vickie	Brewer	393	2005-05-27 11:18:25
274	Naomi	Jennings	394	2005-05-27 11:26:11
575	Isaac	Oglesby	395	2005-05-27 11:45:49
112	Rosa	Reynolds	396	2005-05-27 11:47:04
544	Cody	Nolen	397	2005-05-27 12:29:02
422	Melvin	Ellington	398	2005-05-27 12:44:03
204	Rosemary	Schmidt	399	2005-05-27 12:48:38
249	Dora	Medina	400	2005-05-27 12:51:44
46	Catherine	Campbell	401	2005-05-27 12:57:55
354	Justin	Ngo	402	2005-05-27 13:17:18
424	Kyle	Spurlock	403	2005-05-27 13:28:52
168	Regina	Berry	404	2005-05-27 13:31:51
272	Kay	Caldwell	405	2005-05-27 13:32:39
381	Bobby	Boudreau	406	2005-05-27 13:46:46
44	Marie	Turner	407	2005-05-27 13:57:38
84	Sara	Perry	408	2005-05-27 13:57:39
220	Charlene	Alvarez	409	2005-05-27 14:10:58
506	Leslie	Seward	410	2005-05-27 14:11:22
388	Craig	Morrell	411	2005-05-27 14:14:14
375	Aaron	Selby	412	2005-05-27 14:17:23
307	Joseph	Joy	413	2005-05-27 14:45:37
219	Willie	Howell	414	2005-05-27 14:48:20
304	David	Royal	415	2005-05-27 14:51:45
222	Delores	Hansen	416	2005-05-27 15:02:10
475	Pedro	Chestnut	417	2005-05-27 15:07:27
151	Megan	Palmer	418	2005-05-27 15:13:17
77	Jane	Bennett	419	2005-05-27 15:15:11
93	Phyllis	Foster	420	2005-05-27 15:19:38
246	Marian	Mendoza	421	2005-05-27 15:30:13
150	Danielle	Daniels	422	2005-05-27 15:31:55
284	Sonia	Gregory	423	2005-05-27 15:32:57
35	Virginia	Green	424	2005-05-27 15:34:01
182	Renee	Lane	425	2005-05-27 15:51:30
522	Arnold	Havens	426	2005-05-27 15:56:57
288	Bobbie	Craig	427	2005-05-27 16:10:04
161	Geraldine	Perkins	428	2005-05-27 16:10:58
498	Gene	Sanborn	429	2005-05-27 16:21:26
190	Yolanda	Weaver	430	2005-05-27 16:22:10
334	Raymond	Mcwhorter	431	2005-05-27 16:31:05
46	Catherine	Campbell	432	2005-05-27 16:40:29
574	Julian	Vest	433	2005-05-27 16:40:40
246	Marian	Mendoza	434	2005-05-27 16:54:27
3	Linda	Williams	435	2005-05-27 17:17:09
267	Margie	Wade	436	2005-05-27 17:21:04
525	Adrian	Clary	437	2005-05-27 17:47:22
249	Dora	Medina	438	2005-05-27 17:52:34
319	Ronald	Weiner	439	2005-05-27 17:54:48
314	George	Linton	440	2005-05-27 18:00:35
54	Teresa	Rogers	441	2005-05-27 18:11:05
403	Mike	Way	442	2005-05-27 18:12:13
547	Kurt	Emmons	443	2005-05-27 18:35:20
239	Minnie	Romero	444	2005-05-27 18:39:15
293	Mae	Fletcher	445	2005-05-27 18:42:57
401	Tony	Carranza	446	2005-05-27 18:48:41
133	Pauline	Henry	447	2005-05-27 18:57:02
247	Stella	Moreno	448	2005-05-27 19:03:08
172	Bernice	Willis	449	2005-05-27 19:13:15
247	Stella	Moreno	450	2005-05-27 19:18:54
87	Wanda	Patterson	451	2005-05-27 19:27:54
127	Elaine	Stevens	452	2005-05-27 19:30:33
529	Erik	Guillen	453	2005-05-27 19:31:16
575	Isaac	Oglesby	454	2005-05-27 19:31:36
343	Douglas	Graf	455	2005-05-27 19:43:29
92	Tina	Simmons	456	2005-05-27 19:50:06
300	John	Farnsworth	457	2005-05-27 19:52:29
565	Jaime	Nettles	458	2005-05-27 19:58:36
468	Tim	Cary	459	2005-05-27 20:00:04
240	Marlene	Welch	460	2005-05-27 20:02:03
447	Clifford	Bowens	461	2005-05-27 20:08:55
364	Benjamin	Varney	462	2005-05-27 20:10:36
21	Michelle	Clark	463	2005-05-27 20:11:47
193	Katie	Elliott	464	2005-05-27 20:42:44
261	Deanna	Byrd	465	2005-05-27 20:44:36
442	Leroy	Bustamante	466	2005-05-27 20:57:07
557	Felix	Gaffney	467	2005-05-27 21:10:03
101	Peggy	Myers	468	2005-05-27 21:13:10
154	Michele	Grant	469	2005-05-27 21:14:26
504	Nathaniel	Adam	470	2005-05-27 21:17:08
209	Tonya	Chapman	471	2005-05-27 21:32:42
528	Claude	Herzog	472	2005-05-27 21:36:15
105	Dawn	Sullivan	473	2005-05-27 21:36:34
274	Naomi	Jennings	474	2005-05-27 22:11:56
159	Jill	Hawkins	475	2005-05-27 22:16:26
543	Lance	Pemberton	476	2005-05-27 22:31:36
161	Geraldine	Perkins	477	2005-05-27 22:33:33
557	Felix	Gaffney	478	2005-05-27 22:38:20
231	Georgia	Jacobs	479	2005-05-27 22:39:10
220	Charlene	Alvarez	480	2005-05-27 22:47:39
445	Micheal	Forman	481	2005-05-27 22:49:27
546	Kelly	Knott	482	2005-05-27 22:53:02
32	Amy	Lopez	483	2005-05-27 23:00:25
491	Rick	Mattox	484	2005-05-27 23:26:45
105	Dawn	Sullivan	485	2005-05-27 23:40:52
398	Antonio	Meek	486	2005-05-27 23:51:12
569	Dave	Gardiner	487	2005-05-28 00:00:30
168	Regina	Berry	488	2005-05-28 00:07:50
476	Derrick	Bourque	489	2005-05-28 00:09:12
95	Paula	Bryant	490	2005-05-28 00:09:56
196	Alma	Austin	491	2005-05-28 00:13:35
228	Allison	Stanley	492	2005-05-28 00:24:58
501	Ruben	Geary	493	2005-05-28 00:34:11
64	Judith	Cox	494	2005-05-28 00:39:31
526	Karl	Seal	495	2005-05-28 00:40:48
56	Gloria	Cook	496	2005-05-28 00:43:41
20	Sharon	Robinson	497	2005-05-28 00:54:39
287	Becky	Miles	498	2005-05-28 01:01:21
199	Beth	Franklin	499	2005-05-28 01:05:07
145	Lucille	Holmes	500	2005-05-28 01:05:25
162	Lauren	Hudson	501	2005-05-28 01:09:36
179	Dana	Hart	502	2005-05-28 01:34:43
288	Bobbie	Craig	503	2005-05-28 01:35:25
170	Beatrice	Arnold	504	2005-05-28 02:05:34
111	Carmen	Owens	505	2005-05-28 02:06:37
469	Wesley	Bull	506	2005-05-28 02:09:19
421	Lee	Hawks	507	2005-05-28 02:31:19
434	Eddie	Tomlin	508	2005-05-28 02:40:50
147	Joanne	Robertson	509	2005-05-28 02:51:12
113	Cindy	Fisher	510	2005-05-28 02:52:14
296	Ramona	Hale	511	2005-05-28 03:04:04
231	Georgia	Jacobs	512	2005-05-28 03:07:50
489	Ricardo	Meador	513	2005-05-28 03:08:10
597	Freddie	Duggan	514	2005-05-28 03:09:28
110	Tiffany	Jordan	515	2005-05-28 03:10:10
400	Bryan	Hardison	516	2005-05-28 03:11:47
403	Mike	Way	517	2005-05-28 03:17:57
480	Corey	Hauser	518	2005-05-28 03:18:02
245	Courtney	Day	519	2005-05-28 03:22:33
161	Geraldine	Perkins	520	2005-05-28 03:27:37
374	Jeremy	Hurtado	521	2005-05-28 03:32:22
382	Victor	Barkley	522	2005-05-28 03:33:20
138	Hazel	Warren	523	2005-05-28 03:53:26
223	Melinda	Fernandez	524	2005-05-28 03:57:28
14	Betty	White	525	2005-05-28 04:25:33
408	Manuel	Murrell	526	2005-05-28 04:27:37
169	Erica	Matthews	527	2005-05-28 04:28:38
359	Willie	Markham	528	2005-05-28 04:30:05
469	Wesley	Bull	529	2005-05-28 04:34:17
312	Mark	Rinehart	530	2005-05-28 05:13:01
589	Tracy	Herrmann	531	2005-05-28 05:23:38
120	Sylvia	Ortiz	532	2005-05-28 05:36:58
